"X","misinformation","dominant_topic","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media","year","month","day","day_of_week"
10,0.184827107233705,"Trial Results","Barrie, Ontario","General & Cosmetic Surgery , Epidemiology Background . Currently studying Theology .",1425,121,643,"False",2021-08-13,"extremely low death numbers , failures UK , VAERS deaths , discussing mandatory experimental vaccinations passports ? @ BLNewsMedia @ anthonyfurey @ LauraLynnTT @ OnCall4ON @ TheoFleury14 # Covid_19 # ","['Covid_19', 'CovidVaccine']",0.05,0.35,0.025,0.45,"extremely low death numbers  failures UK  VAERS deaths  discussing mandatory experimental vaccinations passports   BLNewsMedia  anthonyfurey  LauraLynnTT  OnCall4ON  TheoFleury14  Covid19  ","['uk', 'blnewsmedia', 'lauralynntt']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,13,"Fri"
19,0.168224159722967,"Vaccine Availability","Bengaluru, India","Hourly updates FREE PAID 18+ 45+ slot availability across # Bengaluru BBMP , URBAN & RURAL",20,0,0,"False",2021-08-19,"18-44 # URBAN # Bengaluru # Availability 19/08 07:00AM FREE Slots 0 PAID Slots # COVISHIELD - Dose1:998 , Dose2:690 # COVAXIN - Dose1:686 , Dose2:638 # SPUTNIKV - Dose1:442 , Dose2:68","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'SPUTNIKV']",0.2,0.4,0.133333333333333,0.266666666666667,"1844  URBAN  Bengaluru  Availability 1908 0700AM FREE Slots 0 PAID Slots  COVISHIELD  Dose1998  Dose2690  COVAXIN  Dose1686  Dose2638  SPUTNIKV  Dose1442  Dose268","['urban bengaluru', 'free', 'paid slots', 'covishield dose1998 dose2690']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,19,"Thu"
20,1.01609873434184e-07,"Trial Results","United States","PRESIDENT TRUMP WON🦅Save America🇺🇲 80+Million Patriots💪 Silent 🚂🇺🇲🇺🇲 # MAGA # Freedom Never bend knee ! !",592,896,56465,"False",2021-08-19,"Hearing patients # requesting # Ivermectin told 's `` '' FDA Approved '' '' ... neither # idiots ! ! Give medicine ! ! ! # Biden # America # DeltaVariant","['COVID19', 'Ivermectin', 'CovidVaccine', 'Biden', 'America', 'DeltaVariant']",-1,0.8,0,0.1,"Hearing patients  requesting  Ivermectin told s   FDA Approved    neither  idiots   Give medicine     Biden  America  DeltaVariant","['ivermectin', 'fda approved', 'biden america']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,8,19,"Thu"
45,0.160417616371735,"Government Response","","BASED PATRIOT TRUMP USAF VET . CAP LOCK RACIST FU . MARRIED HIGH SCHOOL GIRL 35YR+",1712,2890,3414,"False",2021-08-15,"WELL WELL LOOK HAPPENED WOULD REBEL BECAME BIG TECH # USA FIRST APPLE COMMERCIAL 1980  # # # Biden","['USA', 'CovidVaccine', 'COVID', 'Biden']",0.0833333333333333,0.144444444444444,0.205,0.395,"WELL WELL LOOK HAPPENED WOULD REBEL BECAME BIG TECH  USA FIRST APPLE COMMERCIAL 1980     Biden","['look']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,15,"Sun"
65,0.140432562735353,"Clinic Updates and Information","Southbank, Melbourne","National Sales Manager Ag Solutions BASF Australia 🇦🇺 Advocate Women Ag good agronomy . tweets opinion & views",1041,2321,7070,"False",2021-09-07,"🙏thankful able get daughter first 💉today . Protect , family community , Make sure book ’ yet . # ","['CovidVaccine']",0.416666666666667,0.615740740740741,0.7,0.6,"thankful able get daughter first today  Protect  family community  Make sure book  yet   ","['make']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,9,7,"Tue"
72,0.167381984959936,"Trial Results","","",451,540,10882,"False",2021-08-24,"# # Long term side effects ? ","['CovidVaccine', 'covid19']",-0.05,0.4,0,0,"  Long term side effects  ","['long']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,24,"Tue"
85,0.170847027244368,"Trial Results","","‘ Nobody , free soul .",47,425,14113,"False",2021-09-07,"@ TomPark1n @ DonDavies Virus czar calls begin readying eventual 4th # dose | Times # Israel # # # ","['vaccine', 'Israel', 'CovidVaccine', 'COVID19', 'coronavirus']",0,0,0.4,0.8," TomPark1n  DonDavies Virus czar calls begin readying eventual 4th  dose  Times  Israel    ","['tompark1n', 'dondavies virus', 'israel']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,9,7,"Tue"
86,0.188005290796755,"US government","","`` `` Poverty Mother Crimes . '' ''",53,549,2227,"False",2021-08-24,"Per Cent # Afghanistan Population Fully Vaccinated # 0.58 % 20,000 Afghan # # COVIDVaccination # tuesdaymotivations # tuesdayvibe # Paralympics Spider-Man Booker Hotel California lucas @ POTUS @ CDCgov @ MSNBC @ CNN @ BBCWorld ","['Afghanistan', 'COVID19', 'CovidVaccine', 'COVIDVaccination', 'tuesdaymotivations', 'tuesdayvibe', 'Paralympics']",0,0,0,0,"Per Cent  Afghanistan Population Fully Vaccinated  058  20000 Afghan   COVIDVaccination  tuesdaymotivations  tuesdayvibe  Paralympics SpiderMan Booker Hotel California lucas  POTUS  CDCgov  MSNBC  CNN  BBCWorld ","['per', 'cent afghanistan population fully', 'afghan', 'paralympics', 'spiderman booker hotel california', 'potus', 'cnn']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2021,8,24,"Tue"
94,0.179819899293144,"Government Response","Weinheim, Germany","Wiley ’ leading media brand providing first-hand information global chemical , life science process industries . ",3706,1198,470,"False",2021-08-19,". @ Novavax signed two # pharma stalwarts help push # across finish line . Nasir Egal , formerly @ Sanofi , new senior VP quality assurance , Jim Kelly , formerly @ Supernus_Pharma , chief financial officer treasurer . ","['pharma', 'Covidvaccine']",0.0340909090909091,0.113636363636364,0,0,"  Novavax signed two  pharma stalwarts help push  across finish line  Nasir Egal  formerly  Sanofi  new senior VP quality assurance  Jim Kelly  formerly  SupernusPharma  chief financial officer treasurer  ","['nasir egal', 'sanofi', 'jim kelly', 'supernuspharma']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,19,"Thu"
99,0.107089076753435,"Trial Results","London UK","London Green Badge Cabbie Musician . # UTAG Supporter . Retweets endorsement views .",464,785,1988,"False",2021-08-19,"Hospital removed sick patients transplant wait list refused get : Report  # # COVID19Vic # # # vaccineSideEffects","['COVID19', 'COVID19Vic', 'CovidVaccine', 'VACCINE', 'vaccineSideEffects']",-0.714285714285714,0.857142857142857,-0.2,0.3,"Hospital removed sick patients transplant wait list refused get  Report    COVID19Vic    vaccineSideEffects","['hospital', 'report']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,19,"Thu"
103,0.261031092611816,"US government","London, UK","Boutique Capital specialist finance brokers identifying best solutions tailor made specific needs . ​Bridging , development & commercial finance .",306,141,346,"False",2021-08-14,"@ sajidjavid @ BBCNews @ SkyNews scandal ... . advice people pay unnecessary tests ( completely free ) arrive put promptly rubbish belong ... # PCRtest # BRAINWASH # nonsense # # Covid_19 ","['PCRtest', 'BRAINWASH', 'nonsense', 'CovidVaccine', 'Covid_19']",0,0.85,0.333333333333333,0.141666666666667," sajidjavid  BBCNews  SkyNews scandal   advice people pay unnecessary tests  completely free  arrive put promptly rubbish belong   PCRtest  BRAINWASH  nonsense   Covid19 ","['bbcnews', 'pcrtest', 'brainwash', 'covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,14,"Sat"
111,0.150799760204315,"Clinic Updates and Information","North West, England","Teacher feels 12s critical right . Anti Tory . Animal lover . Think NHS one best things U.K. ever achieved",285,796,3186,"False",2021-08-16,"need # vaccinate 14 15 year olds go back school Please sign share # # # COVID19Vaccine # vaccinateteenagers # Covid19UK  # # # Covid_19 ","['vaccinate', 'COVID', 'CovidVaccine', 'COVID19Vaccine', 'vaccinateteenagers', 'Covid19UK', 'covid', 'COVID19', 'Covid_19']",0,0,0.428571428571429,0.545238095238095,"need  vaccinate 14 15 year olds go back school Please sign share    COVID19Vaccine  vaccinateteenagers  Covid19UK     Covid19 ","['covid19vaccine', 'covid19uk covid19']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,16,"Mon"
134,0.270376503715563,"Government Response","far east/south east asia.","🇬🇧 entrepreneur-turnkey tall structures-typhoon/seismic areas . far east/s.e.a since 1978 hydro engineering world 1st - china/93 chinese walls",14,0,79,"False",2021-08-14," # # Covid_19 # # SaturdayVibes # Thailand Corruption + Poor education website states polio 80 % Measles 95 % . Hence Gov knew quant needed last year . Person told AZ 3m/month committed manslaughter . ","['CovidVaccine', 'Covid_19', 'COVID19', 'SaturdayVibes', 'Thailand']",-0.2,0.333333333333333,0.05,0.5,"   Covid19   SaturdayVibes  Thailand Corruption  Poor education website states polio 80  Measles 95   Hence Gov knew quant needed last year  Person told AZ 3mmonth committed manslaughter  ","['covid19', 'saturdayvibes thailand corruption poor', 'person', 'az']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,14,"Sat"
142,0.173681585776537,"Clinic Updates and Information","","Creative School Initiative Designing future healthcare",13,17,8,"False",2021-08-17,"🤩 3 DAYS AWAY ! Vax Snax clinic . 📍200 Wellesley St. E 🗓August 20th 7:00pm-11:30pm 🤝ALL WELCOME ! 🚌🧏🏾‍♂️For accessibility call 416-254-4006 . ☎️ info call 416-347-0943 # COVID19vaccination # covidvax # vax # # toronto # torontovaccine ","['COVID19vaccination', 'covidvax', 'vax', 'covidvaccine', 'toronto', 'torontovaccine']",0.5,0.45,0.25,0.5625," 3 DAYS AWAY  Vax Snax clinic  200 Wellesley St E August 20th 700pm1130pm ALL WELCOME  For accessibility call 4162544006   info call 4163470943  COVID19vaccination  covidvax  vax   toronto  torontovaccine ","['days']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,17,"Tue"
146,0.186823110473098,"Vaccine Mandate","","TV Reporter Radio Host . Emcee , actress animal lover . Instagram -leahholiove",5191,1263,25487,"True",2021-08-23,"’ showing card enter venues establishments . ? #","['CovidVaccine']",0,0,0,0," showing card enter venues establishments   ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,23,"Mon"
157,0.141353237465022,"Case/Vaccination Statistics","San Francisco, CA","Latest news around world .",423,1173,20098,"False",2021-08-17,"Biden administration require booster shot Americans # CovidIsNotOver # USA # Biden # # # bsocialplus ","['CovidIsNotOver', 'USA', 'Biden', 'COVID19', 'CovidVaccine', 'bsocialplus']",0,0,0.5,0.9,"Biden administration require booster shot Americans  CovidIsNotOver  USA  Biden    bsocialplus ","['biden', 'covidisnotover']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,17,"Tue"
199,0.180998086518171,"Vaccine Mandate","","",0,19,22,"False",2021-08-18,"@ AvegnoJennifer @ nolaready @ nolahealthdept @ CityOfNOLA # Jamaica # # COVID19Vic # Covid_19 # # # Corona killing fields ","['Jamaica', 'COVID', 'COVID19Vic', 'Covid_19', 'CovidVaccine', 'coronavirus', 'Corona']",0,0,0,0," AvegnoJennifer  nolaready  nolahealthdept  CityOfNOLA  Jamaica   COVID19Vic  Covid19    Corona killing fields ","['avegnojennifer', 'cityofnola jamaica', 'covid19vic covid19 corona']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,18,"Wed"
218,0.154638915384087,"Trial Results","Panama City, FL","Writer many things , collector , run Barter Town # BroncosCountry # WWE # EvilReturns # TheBoysTV # Dateline # ThisIsAmerica # AmWriting # FigLife # CHC",2055,1993,23156,"False",2021-08-24,"White , female # numbers go roof ... # ","['CovidVaccine', 'COVID19']",0,0.0833333333333333,0.5,0.5,"White  female  numbers go roof   ","['white']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,24,"Tue"
232,0.211283561129133,"Government Response","Republic of Panama'","Fmr USMC Liberal frm Phila . PA. MUST RECOMMIT # TheResistance2022 & 24 # BlueWave2022 & 24 # HR1 , HR4 # EndFILIBUSTER GQP=CHOOSING trump AMERICA",7499,7648,4671,"False",2021-08-13,"disregard matters decency , factions hell-bent , w/support dysfunctional DISLOYAL OPPOSITION believe folly , # VoterSuppression , # Fraudits , # denial ... irrational behavior bringing America brink . # CovidIsNotOver # DeSantisVariant ","['VoterSuppression', 'Fraudits', 'CovidVaccine', 'CovidIsNotOver', 'DeSantisVariant']",0,0,0,0,"disregard matters decency  factions hellbent  wsupport dysfunctional DISLOYAL OPPOSITION believe folly   VoterSuppression   Fraudits   denial  irrational behavior bringing America brink   CovidIsNotOver  DeSantisVariant ","['disloyal', 'votersuppression fraudits', 'america', 'covidisnotover']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,13,"Fri"
234,0.186065572865243,"Gratitude and Optimism","New Delhi","Mahavir International committed provide quality eye care , vision care needy underprivileged people .",283,1586,16,"False",2021-08-15,"Happy Independence Day 🇮🇳 Join fight donating today :  . . . . . . . . . # mid # ngo # missionsanjeevani # covid_19 # helping # helpingothers # covidsheild # vaccinationdone✔️ # # # # mahavirinternationaldelhi ","['mid', 'ngo', 'missionsanjeevani', 'covid_19', 'helping', 'helpingothers', 'covidsheild', 'vaccinationdone', 'vaccine', 'covid', 'covidvaccine', 'mahavirinternationaldelhi']",0.4,0.5,0,0,"Happy Independence Day  Join fight donating today             mid  ngo  missionsanjeevani  covid19  helping  helpingothers  covidsheild  vaccinationdone     mahavirinternationaldelhi ","['happy', 'independence']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,15,"Sun"
253,0.143160646387873,"Clinic Updates and Information","Texas","Official Brazoria County Twitter Page",8476,256,1826,"False",2021-08-16,"08/16/21- Brazoria County reporting : ( 677 ) cases ( Sat.- Mon . ) ( 7 ) cases two weeks old ( 146 ) Probable ( 241 ) Recoveries ( 3 ) related deaths info . visit Brazoria County dashboard  # # # StaySafeBC ","['COVID19', 'COVIDVaccine', 'StaySafeBC']",-0.216666666666667,0.533333333333333,0,0,"081621 Brazoria County reporting   677  cases  Sat Mon    7  cases two weeks old  146  Probable  241  Recoveries  3  related deaths info  visit Brazoria County dashboard     StaySafeBC ","['brazoria', 'sat mon', 'brazoria county', 'staysafebc']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,16,"Mon"
256,0.289940801668355,"US government","San Lorenzo, CA","Phenomenal ! Live Perfection ! Trust God ? Things !",193,206,12925,"False",2021-08-19,"Employee - `` '' would quit '' '' - `` '' 's WILD ! ? '' '' Employee - `` '' n't want body '' '' - 🤯🤯🤯🤯🤯 @ CDCgov # # # CoronavirusPandemic # pandemic # # Pfizer # Moderna # johnsonandjohnson # DeltaVariant","['CovidVaccine', 'Covid', 'CoronavirusPandemic', 'pandemic', 'vaccination', 'Pfizer', 'Moderna', 'johnsonandjohnson', 'DeltaVariant']",0.125,0.4,0.419034090909091,0.5,"Employee    would quit      s WILD     Employee    nt want body      CDCgov    CoronavirusPandemic  pandemic   Pfizer  Moderna  johnsonandjohnson  DeltaVariant","['employee', 'wild employee', 'cdcgov', 'pfizer moderna', 'deltavariant']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,19,"Thu"
257,0.185866936648478,"Government Response","Estados Unidos","News",3311,1474,130,"False",2021-08-21,"Acceleration plans # booster pending announcement based sources ’ want identified . much better clear indicators public understands decisions made.. ( @ DrAliSKhan ) ","['COVIDvaccine']",0.2,0.316666666666667,0,0,"Acceleration plans  booster pending announcement based sources  want identified  much better clear indicators public understands decisions made   DrAliSKhan  ","['draliskhan']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,21,"Sat"
270,0.14760926217892,"Mask","United States","Views mine . # Marine # policeofficer turned trauma surgeon # LGM",1631,3388,13527,"False",2021-08-09,"people view # differently ? ","['CovidVaccine']",0,0.6,0,0,"people view  differently  ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,9,"Mon"
272,0.20958376207429,"Education","","",66,212,86,"False",2021-09-08,"@ MoPublicSafety photos unmasked doctor , infusions SSM campus , unmasked roll-out USA # DeltaVariant # # UnmaskedDoctor # immunecompromised # NoMasks # DogsinOfficeUnleashed # # Rheumatologist # HelpUs # Unsafe # RiskingLives","['DeltaVariant', 'CovidVaccine', 'UnmaskedDoctor', 'immunecompromised', 'NoMasks', 'DogsinOfficeUnleashed', 'covid19', 'Rheumatologist', 'HelpUs', 'Unsafe', 'RiskingLives']",0,0,0,0," MoPublicSafety photos unmasked doctor  infusions SSM campus  unmasked rollout USA  DeltaVariant   UnmaskedDoctor  immunecompromised  NoMasks  DogsinOfficeUnleashed   Rheumatologist  HelpUs  Unsafe  RiskingLives","['mopublicsafety', 'ssm', 'usa', 'nomasks', 'unsafe riskinglives']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,9,8,"Wed"
