"X","misinformation","dominant_topic","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media","year","month","day","day_of_week"
8,0.135919325788469,"COVID-19 in India","India","Follow us news , photos , videos latest trends India around world . ",2232084,373,110,"True",2021-04-12,"DNA : Top News Day | April 12 , 2021 # # # SputnikV # # Delhi # BAFTA # IPL2021… ","['COVID19', 'coronavirus', 'SputnikV', 'COVIDVaccine', 'Delhi', 'BAFTA', 'IPL2021']",0.5,0.5,0.5,0.9,"DNA  Top News Day  April 12  2021    SputnikV   Delhi  BAFTA  IPL2021 ","['dna', 'top news', 'sputnikv delhi']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,4,12,"Mon"
15,0.174499520446681,"Trial Results","Minneapolis, Minnesota","Voice-Over Artist , Software Engineer , Gourmet Cook , Artist , Singer Photographer . traveled roots Texas Milan , Paris , London , Amsterdam .",180,501,5014,"False",2021-04-27,"get J & ; J , case anyone cares ... # ","['CovidVaccine']",0,0,0,0,"get J   J  case anyone cares   ","['j j']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,27,"Tue"
36,0.156298137456992,"COVID-19 in India","","'m bot MD looking CVS # appointments",1606,9,123,"False",2021-04-10,"4 Safeways show # slots MD : 10 King Street , Waldorf 4701 Sangamore Road , Bethesda 751 S. Salisbury B… ","['CovidVaccine']",0,0,0,0,"4 Safeways show  slots MD  10 King Street  Waldorf 4701 Sangamore Road  Bethesda 751 S Salisbury B ","['street waldorf', 'sangamore road bethesda', 'salisbury b']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,10,"Sat"
140,0.174499520446681,"Vaccination Experiences","Syracuse, NY","Christian . Teaching & Promoting Financial Excellence . IBD O'Neil Disciple 's see 's see",234,430,71029,"False",2021-04-27,"! # # # CoronavirusPandemic # ","['CovidVaccine', 'COVID19', 'CoronavirusPandemic', 'coronavirus']",0,0,0,0,"    CoronavirusPandemic  ","['coronaviruspandemic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,27,"Tue"
155,0.140272714327544,"Mask","","Random tweets , opinions politics , lgbtq , race topics , ect u may like thoughts u may personal opinions 's meant u like😜",61,84,4054,"False",2021-04-10,"@ UrbanDevelmtGrp @ fbthemag @ DMX thnk black ppl r paranoid every right 2b . tell u… ","[]",0.0595238095238095,0.48452380952381,-0.25,0.4," UrbanDevelmtGrp  fbthemag  DMX thnk black ppl r paranoid every right 2b  tell u ","['urbandevelmtgrp', 'dmx']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,10,"Sat"
179,0.260320933337098,"Trial Results","","",7,8,106,"False",2021-04-09,"best & ; safest # # go India ? # # pspk # pawankalyan # vakeelsaab… ","['COVID19', 'vaccine', 'covidvaccine', 'pspk', 'pawankalyan', 'vakeelsaab']",1,0.3,0,0,"best   safest   go India    pspk  pawankalyan  vakeelsaab ","['india']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,9,"Fri"
196,0.15381038159948,"Education","Bristol, England","Independent Pharmacy Longwell Green , South Glos.Providing NHS & Private services.Passionately caring community.We @ BrisTravClinic 💉✈️🏖️",214,348,1175,"False",2021-04-12,"program continues progress well , people running scams know . The… ","[]",0,0,-0.0666666666666667,0.266666666666667,"program continues progress well  people running scams know  The ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,12,"Mon"
198,0.167017480780015,"Vaccination Experiences","Manchester","Stand comedian , Illustrator improviser Comedysportz UK .",1065,368,1507,"False",2021-04-27,"Kickstarter , Book 2 Distance , comedians life pandemic .  launched yesterday , 're already nearly halfway , bring stretch goals ! # runninglife # Salford # Manchester # ukcomedian # comiclife # ","['runninglife', 'Salford', 'Manchester', 'ukcomedian', 'comiclife', 'CovidVaccine']",0.125,0.4,0,0,"Kickstarter  Book 2 Distance  comedians life pandemic   launched yesterday  re already nearly halfway  bring stretch goals   runninglife  Salford  Manchester  ukcomedian  comiclife  ","['salford manchester']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,27,"Tue"
212,0.188428254345668,"Vaccination Experiences","Maryland, D.C. Surburbia","AKA krysalys . Wife , ADHD , demi mama 20 's autistic son , amateur writer , picture framer , sci-fi/fantasy nerd , literally granola-eating tree hugger .",241,264,31449,"False",2021-04-10,"Aaaaaaand spreading throat lymph glands . AWESOME . #","['CovidVaccine']",1,1,-0.225,0.225,"Aaaaaaand spreading throat lymph glands  AWESOME  ","['aaaaaaand', 'awesome']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,10,"Sat"
258,0.345737822295434,"Trial Results","","JDD open access journal researchers express research article , review articles , case report short communications related # DevelopingDrugs",27,112,6,"False",2021-04-27,"Studies connect hormone breast cancer uncover potential targeted drugs   # Research # drugdiscovery # MentalHealthAwareness # healthy # # Europe # lockdown # Corona # # # # #","['Research', 'drugdiscovery', 'MentalHealthAwareness', 'healthy', 'CovidVaccine', 'Europe', 'lockdown', 'Corona', 'COVID19', 'vaccination', 'vaccine', 'COVID', 'coronavirus']",0.25,0.75,0,0.4,"Studies connect hormone breast cancer uncover potential targeted drugs    Research  drugdiscovery  MentalHealthAwareness  healthy   Europe  lockdown  Corona     ","['mentalhealthawareness', 'europe', 'corona']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,27,"Tue"
264,0.162437534270798,"Vaccination Experiences","South Africa","digital news portal South African Broadcasting Corporation .",1893990,587,174,"True",2021-04-09,"“ mixed feeling ( ) , ’ good thing time country getting debt . Un… ","[]",0.35,0.425,0,0," mixed feeling     good thing time country getting debt  Un ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,9,"Fri"
278,0.135725199101376,"Vaccination Experiences","","love MN sports . lean far enough left sometimes tip . beer great also .",111,557,14640,"False",2021-04-11,"Vaccinated ! relief ! # # JohnsonAndJohnsonVaccine #","['CovidVaccine', 'JohnsonAndJohnsonVaccine']",0,0,0.28,0.57,"Vaccinated  relief    JohnsonAndJohnsonVaccine ","['johnsonandjohnsonvaccine']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,11,"Sun"
